year,month,state,unemployment
1983,Apr,Maryland,7.2
1983,Apr,Massachusetts,6.9
1983,Apr,Michigan,15.3
1983,Apr,Minnesota,8.6
1983,Apr,Mississippi,12.4
1983,Apr,Missouri,10.4
1983,Apr,Montana,8.9
1983,Apr,Nebraska,6.1
1983,Apr,Nevada,10
1983,Apr,New Hampshire,6
1983,Apr,New Jersey,8.3
1983,Apr,New Mexico,9.8
1983,Apr,New York,8.9
1983,Apr,North Carolina,9.4
1983,Apr,North Dakota,6.5
1983,Apr,Ohio,13.1
1983,Apr,Oklahoma,8.2
1983,Apr,Oregon,11.2
1983,Apr,Pennsylvania,12.2
1983,Apr,Rhode Island,8.7
1983,Apr,South Carolina,10.3
1983,Apr,South Dakota,5.8
1983,Apr,Tennessee,12
1983,Apr,Texas,8
1983,Apr,Utah,9.5
1983,Apr,Vermont,7.4
1983,Apr,Virginia,6.6
1983,Apr,Washington,11.3
1983,Apr,West Virginia,18.8
1983,Apr,Wisconsin,11.2
1983,Apr,Wyoming,10.6
1983,May,Alabama,13.3
1983,May,Alaska,9.9
1983,May,Arizona,9.2
1983,May,Arkansas,9.9
1983,May,California,9.7
1983,May,Colorado,7.5
1983,May,Connecticut,6.1
1983,May,Delaware,7.5
1983,May,District of Columbia,11.2
1983,May,Florida,8.6
1983,May,Georgia,7.7
1983,May,Hawaii,6.2
1983,May,Idaho,8.1
1983,May,Illinois,12.3
1983,May,Indiana,11.2
1983,May,Iowa,8.1
1983,May,Kansas,5.7
1983,May,Kentucky,11.7
1983,May,Louisiana,12
1983,May,Maine,8.8
1983,May,Maryland,7.1
1983,May,Massachusetts,6.8
1983,May,Michigan,14.9
1983,May,Minnesota,7.8
1983,May,Mississippi,12.6
1983,May,Missouri,10.1
1983,May,Montana,8.3
1983,May,Nebraska,5.6
1983,May,Nevada,9.5
1983,May,New Hampshire,5.5
1983,May,New Jersey,8.2
1983,May,New Mexico,9.8
1983,May,New York,8.9
1983,May,North Carolina,9.4
1983,May,North Dakota,5.4
1983,May,Ohio,12.7
1983,May,Oklahoma,8.9
1983,May,Oregon,10.4
1983,May,Pennsylvania,11.9
1983,May,Rhode Island,8.2
1983,May,South Carolina,10
1983,May,South Dakota,5.3
1983,May,Tennessee,11.6
1983,May,Texas,8
1983,May,Utah,9.1
1983,May,Vermont,6.8
1983,May,Virginia,6.5
1983,May,Washington,11.1
1983,May,West Virginia,18.2
1983,May,Wisconsin,10.2
1983,May,Wyoming,9
1983,Jun,Alabama,14.6
1983,Jun,Alaska,9.8
1983,Jun,Arizona,10
1983,Jun,Arkansas,10.3
1983,Jun,California,10.1
1983,Jun,Colorado,7.8
1983,Jun,Connecticut,6.5
1983,Jun,Delaware,8.3
1983,Jun,District of Columbia,11.7
1983,Jun,Florida,9.3
1983,Jun,Georgia,8.6
1983,Jun,Hawaii,7
1983,Jun,Idaho,8.2
1983,Jun,Illinois,12.8
1983,Jun,Indiana,11.3
1983,Jun,Iowa,8
1983,Jun,Kansas,6.2
1983,Jun,Kentucky,12.3
1983,Jun,Louisiana,13.3
1983,Jun,Maine,8.3
1983,Jun,Maryland,7.6
1983,Jun,Massachusetts,7.1
1983,Jun,Michigan,15
1983,Jun,Minnesota,8.5
1983,Jun,Mississippi,14.3
1983,Jun,Missouri,10.6
1983,Jun,Montana,8.7
1983,Jun,Nebraska,5.7
1983,Jun,Nevada,9.9
1983,Jun,New Hampshire,5.4
1983,Jun,New Jersey,8.4
1983,Jun,New Mexico,11
1983,Jun,New York,9
1983,Jun,North Carolina,9.8
1983,Jun,North Dakota,5.9
1983,Jun,Ohio,13
1983,Jun,Oklahoma,9.1
1983,Jun,Oregon,10.4
1983,Jun,Pennsylvania,12.1
1983,Jun,Rhode Island,8.2
1983,Jun,South Carolina,10.6
1983,Jun,South Dakota,5.1
1983,Jun,Tennessee,12.6
1983,Jun,Texas,9
1983,Jun,Utah,9.5
1983,Jun,Vermont,6.3
1983,Jun,Virginia,6.7
1983,Jun,Washington,11.2
1983,Jun,West Virginia,18
1983,Jun,Wisconsin,10.5
1983,Jun,Wyoming,8.4
1983,Jul,Alabama,13.9
1983,Jul,Alaska,8.5
1983,Jul,Arizona,9.1
1983,Jul,Arkansas,10
1983,Jul,California,9.7
1983,Jul,Colorado,6.6
1983,Jul,Connecticut,6
1983,Jul,Delaware,7.9
1983,Jul,District of Columbia,11.4
1983,Jul,Florida,8.8
1983,Jul,Georgia,8
1983,Jul,Hawaii,6.2
1983,Jul,Idaho,8.1
1983,Jul,Illinois,11.5
1983,Jul,Indiana,10.4
1983,Jul,Iowa,7.2
1983,Jul,Kansas,5.6
1983,Jul,Kentucky,11.3
1983,Jul,Louisiana,12
1983,Jul,Maine,8.1
1983,Jul,Maryland,6.9
1983,Jul,Massachusetts,6.6
1983,Jul,Michigan,14
1983,Jul,Minnesota,7.2
1983,Jul,Mississippi,12.4
1983,Jul,Missouri,9.6
1983,Jul,Montana,8.1
1983,Jul,Nebraska,5.2
1983,Jul,Nevada,9.6
1983,Jul,New Hampshire,5
1983,Jul,New Jersey,8.1
1983,Jul,New Mexico,10.3
1983,Jul,New York,8.6
1983,Jul,North Carolina,8.8
1983,Jul,North Dakota,5
1983,Jul,Ohio,11.8
1983,Jul,Oklahoma,8.2
1983,Jul,Oregon,10.1
1983,Jul,Pennsylvania,11.1
1983,Jul,Rhode Island,8.1
1983,Jul,South Carolina,9.1
1983,Jul,South Dakota,4.5
1983,Jul,Tennessee,11
1983,Jul,Texas,8.1
1983,Jul,Utah,8.4
1983,Jul,Vermont,5.7
1983,Jul,Virginia,5.9
1983,Jul,Washington,10.3
1983,Jul,West Virginia,17.1
1983,Jul,Wisconsin,9.5
1983,Jul,Wyoming,7.3
1983,Aug,Alabama,13.8
1983,Aug,Alaska,8.3
1983,Aug,Arizona,8.7
1983,Aug,Arkansas,9.5
1983,Aug,California,9.3
1983,Aug,Colorado,6.1
1983,Aug,Connecticut,5.4
1983,Aug,Delaware,7.7
1983,Aug,District of Columbia,11.3
1983,Aug,Florida,8.5
1983,Aug,Georgia,7.7
1983,Aug,Hawaii,6
1983,Aug,Idaho,8.3
1983,Aug,Illinois,11.3
1983,Aug,Indiana,10.7
1983,Aug,Iowa,7.9
1983,Aug,Kansas,5.4
1983,Aug,Kentucky,11.1
1983,Aug,Louisiana,11.9
1983,Aug,Maine,7.1
1983,Aug,Maryland,6.6
1983,Aug,Massachusetts,6.4
1983,Aug,Michigan,13.5
1983,Aug,Minnesota,7.2
1983,Aug,Mississippi,12.1
1983,Aug,Missouri,9.5
1983,Aug,Montana,7.9
1983,Aug,Nebraska,4.8
1983,Aug,Nevada,8.9
1983,Aug,New Hampshire,4.9
1983,Aug,New Jersey,7.5
1983,Aug,New Mexico,9.6
1983,Aug,New York,8.4
1983,Aug,North Carolina,8.5
1983,Aug,North Dakota,4.9
1983,Aug,Ohio,11.5
1983,Aug,Oklahoma,8
1983,Aug,Oregon,10.1
1983,Aug,Pennsylvania,10.7
1983,Aug,Rhode Island,7.5
1983,Aug,South Carolina,9.2
1983,Aug,South Dakota,4.6
1983,Aug,Tennessee,11.2
1983,Aug,Texas,7.9
1983,Aug,Utah,8.5
1983,Aug,Vermont,5.5
1983,Aug,Virginia,6
1983,Aug,Washington,10.5
1983,Aug,West Virginia,17.2
1983,Aug,Wisconsin,9.4
1983,Aug,Wyoming,6.6
1983,Oct,Alabama,12.8
1983,Oct,Alaska,9
1983,Oct,Arizona,7.2
1983,Oct,Arkansas,8.7
1983,Oct,California,8.5
1983,Oct,Colorado,5.5
1983,Oct,Connecticut,4.8
1983,Oct,Delaware,7.3
1983,Oct,District of Columbia,11.1
1983,Oct,Florida,7.9
1983,Oct,Georgia,7.2
1983,Oct,Hawaii,5.8
1983,Oct,Idaho,7.1
1983,Oct,Illinois,10.1
1983,Oct,Indiana,10.1
1983,Oct,Iowa,6.7
1983,Oct,Kansas,5.1
1983,Oct,Kentucky,10.1
1983,Oct,Louisiana,10.4
1983,Oct,Maine,6.9
1983,Oct,Maryland,6.2
1983,Oct,Massachusetts,5.7
1983,Oct,Michigan,12.4
1983,Oct,Minnesota,6.7
1983,Oct,Mississippi,10.6
1983,Oct,Missouri,8.6
1983,Oct,Montana,7.7
1983,Oct,Nebraska,4.4
1983,Oct,Nevada,8.3
1983,Oct,New Hampshire,4.3
1983,Oct,New Jersey,6.7
1983,Oct,New Mexico,8.4
1983,Oct,New York,7.7
1983,Oct,North Carolina,7.8
1983,Oct,North Dakota,4.1
1983,Oct,Ohio,10.7
1983,Oct,Oklahoma,7.9
1983,Oct,Oregon,9.6
1983,Oct,Pennsylvania,10.1
1983,Oct,Rhode Island,7.1
1983,Oct,South Carolina,8.3
1983,Oct,South Dakota,4.1
1983,Oct,Tennessee,10.1
1983,Oct,Texas,7.1
1983,Oct,Utah,7.4
1983,Oct,Vermont,4.9
1983,Oct,Virginia,5.4
1983,Oct,Washington,9.8
1983,Oct,West Virginia,16.1
1983,Oct,Wisconsin,8.2
1983,Oct,Wyoming,5.9
1983,Nov,Alabama,12.1
1983,Nov,Alaska,9.7
1983,Nov,Arizona,5.9
1983,Nov,Arkansas,8.5
1983,Nov,California,8.5
1983,Nov,Colorado,5.3
1983,Nov,Connecticut,4.9
1983,Nov,Delaware,6.5
1983,Nov,District of Columbia,10.9
1983,Nov,Florida,7.4
1983,Nov,Georgia,6.5
1983,Nov,Hawaii,5.9
1983,Nov,Idaho,7.8
1983,Nov,Illinois,9.6
1983,Nov,Indiana,10
1983,Nov,Iowa,6.7
1983,Nov,Kansas,5
1983,Nov,Kentucky,9.9
1983,Nov,Louisiana,9.9
1983,Nov,Maine,7.2
1983,Nov,Maryland,5.9
1983,Nov,Massachusetts,5.6
1983,Nov,Michigan,12
1983,Nov,Minnesota,6.6
1983,Nov,Mississippi,10
1983,Nov,Missouri,8.5
1983,Nov,Montana,8
1983,Nov,Nebraska,4.3
1983,Nov,Nevada,7.9
1983,Nov,New Hampshire,4.4
1983,Nov,New Jersey,6.6
1983,Nov,New Mexico,8.1
1983,Nov,New York,7.5
1983,Nov,North Carolina,7.6
1983,Nov,North Dakota,4.6
1983,Nov,Ohio,10.4
1983,Nov,Oklahoma,7.5
1983,Nov,Oregon,9.7
1983,Nov,Pennsylvania,9.7
1983,Nov,Rhode Island,6.5
1983,Nov,South Carolina,8.1
1983,Nov,South Dakota,4.4
1983,Nov,Tennessee,9.8
1983,Nov,Texas,6.8
1983,Nov,Utah,7.1
1983,Nov,Vermont,5.5
1983,Nov,Virginia,5.1
1983,Nov,Washington,10.2
1983,Nov,West Virginia,16
1983,Nov,Wisconsin,8.2
1983,Nov,Wyoming,6.3
1983,Dec,Alabama,11.8
1983,Dec,Alaska,10.1
1983,Dec,Arizona,5.4
1983,Dec,Arkansas,9.1
1983,Dec,California,8.2
1983,Dec,Colorado,5.5
1983,Dec,Connecticut,4.7
1983,Dec,Delaware,6.3
1983,Dec,District of Columbia,10.6
1983,Dec,Florida,6.8
1983,Dec,Georgia,6.4
1983,Dec,Hawaii,5.3
1983,Dec,Idaho,8
1983,Dec,Illinois,9.8
1983,Dec,Indiana,9.8
1983,Dec,Iowa,7.2
1983,Dec,Kansas,4.9
1983,Dec,Kentucky,9.7
1983,Dec,Louisiana,9.7
1983,Dec,Maine,7.3
1983,Dec,Maryland,5.7
1983,Dec,Massachusetts,5.6
1983,Dec,Michigan,12.1
1983,Dec,Minnesota,7.1
1983,Dec,Mississippi,9.8
1983,Dec,Missouri,8.6
1983,Dec,Montana,8.3
1983,Dec,Nebraska,4.9
1983,Dec,Nevada,8
1983,Dec,New Hampshire,4.2
1983,Dec,New Jersey,6.6
1983,Dec,New Mexico,7.7
1983,Dec,New York,7.4
1983,Dec,North Carolina,7.1
1983,Dec,North Dakota,5.2
1983,Dec,Ohio,10.3
1983,Dec,Oklahoma,7.4
1983,Dec,Oregon,10
1983,Dec,Pennsylvania,9.6
1983,Dec,Rhode Island,6.2
1983,Dec,South Carolina,8
1983,Dec,South Dakota,4.6
1983,Dec,Tennessee,9.7
1983,Dec,Texas,6.5
1983,Dec,Utah,6.9
1983,Dec,Vermont,5.2
1983,Dec,Virginia,5
1983,Dec,Washington,10.2
1983,Dec,West Virginia,16
1983,Dec,Wisconsin,8.3
1983,Dec,Wyoming,6.7
1983,Sep,Alabama,13.2
1983,Sep,Alaska,8.6
1983,Sep,Arizona,7.8
1983,Sep,Arkansas,9.1
1983,Sep,California,8.8
1983,Sep,Colorado,5.9
1983,Sep,Connecticut,5.2
1983,Sep,Delaware,7.6
1983,Sep,District of Columbia,11.3
1983,Sep,Florida,8.4
1983,Sep,Georgia,7.5
1983,Sep,Hawaii,6.2
1983,Sep,Idaho,7.3
1983,Sep,Illinois,10.5
1983,Sep,Indiana,10.1
1983,Sep,Iowa,6.8
1983,Sep,Kansas,5.2
1983,Sep,Kentucky,10.6
1983,Sep,Louisiana,11.2
1983,Sep,Maine,6.9
1983,Sep,Maryland,6.3
1983,Sep,Massachusetts,6.4
1983,Sep,Michigan,12.9
1983,Sep,Minnesota,7.3
1983,Sep,Mississippi,11.7
1983,Sep,Missouri,9
1983,Sep,Montana,7.5
1983,Sep,Nebraska,4.5
1983,Sep,Nevada,8.8
1983,Sep,New Hampshire,4.5
1983,Sep,New Jersey,7.2
1983,Sep,New Mexico,8.9
1983,Sep,New York,8.1
1983,Sep,North Carolina,8
1983,Sep,North Dakota,4.3
1983,Sep,Ohio,11.1
1983,Sep,Oklahoma,7.9
1983,Sep,Oregon,9.4
1983,Sep,Pennsylvania,10.4
1983,Sep,Rhode Island,7.4
1983,Sep,South Carolina,8.7
1983,Sep,South Dakota,4.4
1983,Sep,Tennessee,10.5
1983,Sep,Texas,7.7
1983,Sep,Utah,7.6
1983,Sep,Vermont,5.3
1983,Sep,Virginia,5.8
1983,Sep,Washington,9.9
1983,Sep,West Virginia,16.4
1983,Sep,Wisconsin,8.5
1983,Sep,Wyoming,6.2
1984,Jan,Alabama,12.5
1984,Jan,Alaska,11.7
1984,Jan,Arizona,6.1
1984,Jan,Arkansas,10.2
1984,Jan,California,8.9
1984,Jan,Colorado,6.4
1984,Jan,Connecticut,5.6
1984,Jan,Delaware,7.3
1984,Jan,District of Columbia,10.9
1984,Jan,Florida,7.1
1984,Jan,Georgia,6.7
1984,Jan,Hawaii,5.6
1984,Jan,Idaho,9.3
1984,Jan,Illinois,10.5
1984,Jan,Indiana,10.6
1984,Jan,Iowa,8.1
1984,Jan,Kansas,5.7
1984,Jan,Kentucky,10.7
1984,Jan,Louisiana,10.6
1984,Jan,Maine,8.1
1984,Jan,Maryland,6.1
1984,Jan,Massachusetts,6.5
1984,Jan,Michigan,12.7
1984,Jan,Minnesota,8
1984,Jan,Mississippi,11
1984,Jan,Missouri,9.1
1984,Jan,Montana,9.3
1984,Jan,Nebraska,5.8
1984,Jan,Nevada,9
1984,Jan,New Hampshire,5.1
1984,Jan,New Jersey,7.4
1984,Jan,New Mexico,8.5
1984,Jan,New York,8.2
1984,Jan,North Carolina,7.5
1984,Jan,North Dakota,6.2
1984,Jan,Ohio,11.1
1984,Jan,Oklahoma,8
1984,Jan,Oregon,11.5
1984,Jan,Pennsylvania,10.6
1984,Jan,Rhode Island,7.9
1984,Jan,South Carolina,8.4
1984,Jan,South Dakota,5.3
1984,Jan,Tennessee,10.3
1984,Jan,Texas,7.1
1984,Jan,Utah,7.7
1984,Jan,Vermont,6.7
1984,Jan,Virginia,5.7
1984,Jan,Washington,11.5
1984,Jan,West Virginia,16.9
1984,Jan,Wisconsin,9
1984,Jan,Wyoming,7.8
1984,Feb,Alabama,12.4
1984,Feb,Alaska,11.8
1984,Feb,Arizona,5.3
1984,Feb,Arkansas,9.7
1984,Feb,California,8.7
1984,Feb,Colorado,6
1984,Feb,Connecticut,5.4
1984,Feb,Delaware,7.1
1984,Feb,District of Columbia,10.4
1984,Feb,Florida,6.5
1984,Feb,Georgia,6.4
1984,Feb,Hawaii,5.5
1984,Feb,Idaho,8.7
1984,Feb,Illinois,10.3
1984,Feb,Indiana,10
1984,Feb,Iowa,7.9
1984,Feb,Kansas,5.4
1984,Feb,Kentucky,10.7
1984,Feb,Louisiana,9.6
1984,Feb,Maine,8.1
1984,Feb,Maryland,5.8
1984,Feb,Massachusetts,6
1984,Feb,Michigan,12.4
1984,Feb,Minnesota,7.7
1984,Feb,Mississippi,10.7
1984,Feb,Missouri,9.2
1984,Feb,Montana,8.8
1984,Feb,Nebraska,5.4
1984,Feb,Nevada,8.4
1984,Feb,New Hampshire,5
1984,Feb,New Jersey,7.2
1984,Feb,New Mexico,8
1984,Feb,New York,8
1984,Feb,North Carolina,7.2
1984,Feb,North Dakota,6.1
1984,Feb,Ohio,10.6
1984,Feb,Oklahoma,7.5
1984,Feb,Oregon,10.8
1984,Feb,Pennsylvania,10.3
1984,Feb,Rhode Island,7.5
1984,Feb,South Carolina,7.6
1984,Feb,South Dakota,5
1984,Feb,Tennessee,9.6
1984,Feb,Texas,6.6
1984,Feb,Utah,7.8
1984,Feb,Vermont,6.5
1984,Feb,Virginia,5.5
1984,Feb,Washington,11.2
1984,Feb,West Virginia,16.6
1984,Feb,Wisconsin,9.2
1984,Feb,Wyoming,7.2
1984,Mar,Alabama,11.4
1984,Mar,Alaska,11.3
1984,Mar,Arizona,5.1
1984,Mar,Arkansas,9.1
1984,Mar,California,8.4
1984,Mar,Colorado,5.9
1984,Mar,Connecticut,4.8
1984,Mar,Delaware,6.6
1984,Mar,District of Columbia,9.9
1984,Mar,Florida,6.2
1984,Mar,Georgia,6.1
1984,Mar,Hawaii,5.6
1984,Mar,Idaho,8.5
1984,Mar,Illinois,9.9
1984,Mar,Indiana,9.8
1984,Mar,Iowa,7.6
1984,Mar,Kansas,5.3
1984,Mar,Kentucky,10.3
1984,Mar,Louisiana,9.5
1984,Mar,Maine,7.6
1984,Mar,Maryland,5.4
1984,Mar,Massachusetts,5.7
1984,Mar,Michigan,12.3
1984,Mar,Minnesota,7.5
1984,Mar,Mississippi,10.5
1984,Mar,Missouri,8.4
1984,Mar,Montana,8.9
1984,Mar,Nebraska,5
1984,Mar,Nevada,7.9
1984,Mar,New Hampshire,4.7
1984,Mar,New Jersey,7
1984,Mar,New Mexico,7.8
1984,Mar,New York,7.6
1984,Mar,North Carolina,6.7
1984,Mar,North Dakota,6.1
1984,Mar,Ohio,10.5
1984,Mar,Oklahoma,7.1
1984,Mar,Oregon,10.5
1984,Mar,Pennsylvania,9.9
1984,Mar,Rhode Island,6.8
1984,Mar,South Carolina,6.7
1984,Mar,South Dakota,5
1984,Mar,Tennessee,9.3
1984,Mar,Texas,6.3
1984,Mar,Utah,7.2
1984,Mar,Vermont,6.4
1984,Mar,Virginia,5.1
1984,Mar,Washington,10.3
1984,Mar,West Virginia,16
1984,Mar,Wisconsin,8.8
1984,Mar,Wyoming,7.4
1984,Apr,Alabama,10.8
1984,Apr,Alaska,10.8
1984,Apr,Arizona,4.6
1984,Apr,Arkansas,8.8
1984,Apr,California,8
1984,Apr,Colorado,5.2
1984,Apr,Connecticut,4.5
1984,Apr,Delaware,6.1
1984,Apr,District of Columbia,9
1984,Apr,Florida,6.1
1984,Apr,Georgia,5.8
1984,Apr,Hawaii,5.6
1984,Apr,Idaho,7.7
1984,Apr,Illinois,9.4
1984,Apr,Indiana,8.8
1984,Apr,Iowa,7.2
1984,Apr,Kansas,5.1
1984,Apr,Kentucky,9.8
1984,Apr,Louisiana,9.4
1984,Apr,Maine,6.8
1984,Apr,Maryland,5.2
1984,Apr,Massachusetts,5
1984,Apr,Michigan,11.6
1984,Apr,Minnesota,6.8
1984,Apr,Mississippi,10
1984,Apr,Missouri,7.6
1984,Apr,Montana,8
1984,Apr,Nebraska,4.8
1984,Apr,Nevada,7.5
1984,Apr,New Hampshire,4.1
1984,Apr,New Jersey,6.3
1984,Apr,New Mexico,7.3
1984,Apr,New York,7
1984,Apr,North Carolina,6.3
1984,Apr,North Dakota,5.5
1984,Apr,Ohio,9.8
1984,Apr,Oklahoma,6.8
1984,Apr,Oregon,10
1984,Apr,Pennsylvania,9.3
1984,Apr,Rhode Island,5.7
1984,Apr,South Carolina,6.5
1984,Apr,South Dakota,4.5
1984,Apr,Tennessee,8.9
1984,Apr,Texas,6.1
1984,Apr,Utah,6.4
1984,Apr,Vermont,5.9
1984,Apr,Virginia,4.7
1984,Apr,Washington,9.5
1984,Apr,West Virginia,15.3
1984,Apr,Wisconsin,8
1984,Apr,Wyoming,6.9
1984,May,Alabama,10.1
1984,May,Alaska,10.1
1984,May,Arizona,4.4
1984,May,Arkansas,8.7
1984,May,California,7.3
1984,May,Colorado,5
1984,May,Connecticut,4.5
1984,May,Delaware,5.8
1984,May,District of Columbia,9
1984,May,Florida,6
1984,May,Georgia,5.6
1984,May,Hawaii,5.4
1984,May,Idaho,6.4
1984,May,Illinois,8.8
1984,May,Indiana,8.2
1984,May,Iowa,6.6
1984,May,Kansas,4.6
1984,May,Kentucky,9.5
1984,May,Louisiana,9.5
1984,May,Maine,6.2
1984,May,Maryland,5.3
1984,May,Massachusetts,4.5
1984,May,Michigan,11.2
1984,May,Minnesota,5.8
1984,May,Mississippi,10.1
1984,May,Missouri,6.7
1984,May,Montana,7.1
1984,May,Nebraska,4.1
1984,May,Nevada,7
1984,May,New Hampshire,4.2
1984,May,New Jersey,6.1
1984,May,New Mexico,7.2
1984,May,New York,6.8
1984,May,North Carolina,6.4
1984,May,North Dakota,4.9
1984,May,Ohio,9.2
1984,May,Oklahoma,6.9
1984,May,Oregon,9.1
1984,May,Pennsylvania,8.9
1984,May,Rhode Island,5.2
1984,May,South Carolina,6.2
1984,May,South Dakota,4.2
1984,May,Tennessee,8.1
1984,May,Texas,5.7
1984,May,Utah,6
1984,May,Vermont,5.2
1984,May,Virginia,4.9
1984,May,Washington,9
1984,May,West Virginia,14.7
1984,May,Wisconsin,7.4
1984,May,Wyoming,6.4
1984,Jun,Alabama,11.3
1984,Jun,Alaska,10
1984,Jun,Arizona,5.3
1984,Jun,Arkansas,9
1984,Jun,California,7.5
1984,Jun,Colorado,5.6
1984,Jun,Connecticut,4.7
1984,Jun,Delaware,6.9
1984,Jun,District of Columbia,9.3
1984,Jun,Florida,6.4
1984,Jun,Georgia,6.4
1984,Jun,Hawaii,6.4
1984,Jun,Idaho,6.5
1984,Jun,Illinois,8.7
1984,Jun,Indiana,7.6
1984,Jun,Iowa,6.6
1984,Jun,Kansas,5
1984,Jun,Kentucky,9.4
1984,Jun,Louisiana,10.5
1984,Jun,Maine,5.9
1984,Jun,Maryland,5.7
1984,Jun,Massachusetts,4.7
1984,Jun,Michigan,11
1984,Jun,Minnesota,6.3
1984,Jun,Mississippi,11.8
1984,Jun,Missouri,6.7
1984,Jun,Montana,7.8
1984,Jun,Nebraska,4.4
1984,Jun,Nevada,8
1984,Jun,New Hampshire,4.3
1984,Jun,New Jersey,5.9
1984,Jun,New Mexico,8.4
1984,Jun,New York,6.9
1984,Jun,North Carolina,6.8
1984,Jun,North Dakota,5.5
1984,Jun,Ohio,9.2
1984,Jun,Oklahoma,7.1
1984,Jun,Oregon,9
1984,Jun,Pennsylvania,9.1
1984,Jun,Rhode Island,5.1
1984,Jun,South Carolina,6.9
1984,Jun,South Dakota,4.2
1984,Jun,Tennessee,8.7
1984,Jun,Texas,6.2
1984,Jun,Utah,6.5
1984,Jun,Vermont,4.9
1984,Jun,Virginia,5.1
1984,Jun,Washington,8.8
1984,Jun,West Virginia,14.4
1984,Jun,Wisconsin,7.5
1984,Jun,Wyoming,5.8
1984,Jul,Alabama,11.5
1984,Jul,Alaska,8.7
1984,Jul,Arizona,5.3
1984,Jul,Arkansas,9
1984,Jul,California,8
1984,Jul,Colorado,5.2
1984,Jul,Connecticut,4.8
1984,Jul,Delaware,6.7
1984,Jul,District of Columbia,9
1984,Jul,Florida,6.7
1984,Jul,Georgia,6.6
1984,Jul,Hawaii,5.6
1984,Jul,Idaho,6.5
1984,Jul,Illinois,8.7
1984,Jul,Indiana,7.6
1984,Jul,Iowa,6.2
1984,Jul,Kansas,4.7
1984,Jul,Kentucky,9.4
1984,Jul,Louisiana,10.2
1984,Jul,Maine,6
1984,Jul,Maryland,5.5
1984,Jul,Massachusetts,4.7
1984,Jul,Michigan,11.3
1984,Jul,Minnesota,5.7
1984,Jul,Mississippi,11.2
1984,Jul,Missouri,6.5
1984,Jul,Montana,7.1
1984,Jul,Nebraska,4.4
1984,Jul,Nevada,8.1
1984,Jul,New Hampshire,4.2
1984,Jul,New Jersey,6.4
1984,Jul,New Mexico,8.2
1984,Jul,New York,7.5
1984,Jul,North Carolina,7
1984,Jul,North Dakota,4.9
1984,Jul,Ohio,9.1
1984,Jul,Oklahoma,6.9
1984,Jul,Oregon,8.7
1984,Jul,Pennsylvania,9.1
1984,Jul,Rhode Island,5
1984,Jul,South Carolina,6.8
1984,Jul,South Dakota,3.8
1984,Jul,Tennessee,8.7
1984,Jul,Texas,6.2
1984,Jul,Utah,6
1984,Jul,Vermont,4.3
1984,Jul,Virginia,5.1
1984,Jul,Washington,8.5
1984,Jul,West Virginia,13.8
1984,Jul,Wisconsin,7
1984,Jul,Wyoming,5.3
1984,Aug,Alabama,11.3
1984,Aug,Alaska,8.1
1984,Aug,Arizona,5.5
1984,Aug,Arkansas,8.3
1984,Aug,California,7.6
1984,Aug,Colorado,5
1984,Aug,Connecticut,4.6
1984,Aug,Delaware,6.4
1984,Aug,District of Columbia,8.7
1984,Aug,Florida,6.6
1984,Aug,Georgia,6.1
1984,Aug,Hawaii,5.6
1984,Aug,Idaho,6.8
1984,Aug,Illinois,8.6
1984,Aug,Indiana,7.7
1984,Aug,Iowa,6.5
1984,Aug,Kansas,5
1984,Aug,Kentucky,8.7
1984,Aug,Louisiana,10.3
1984,Aug,Maine,5.1
1984,Aug,Maryland,5.3
1984,Aug,Massachusetts,4.4
1984,Aug,Michigan,10.7
1984,Aug,Minnesota,5.7
1984,Aug,Mississippi,11.3
1984,Aug,Missouri,6.9
1984,Aug,Montana,6.9
1984,Aug,Nebraska,3.9
1984,Aug,Nevada,7.8
1984,Aug,New Hampshire,4.1
1984,Aug,New Jersey,6
1984,Aug,New Mexico,7.8
1984,Aug,New York,7.3
1984,Aug,North Carolina,6.8
1984,Aug,North Dakota,4.8
1984,Aug,Ohio,8.9
1984,Aug,Oklahoma,7.1
1984,Aug,Oregon,8.5
1984,Aug,Pennsylvania,8.7
1984,Aug,Rhode Island,4.4
1984,Aug,South Carolina,7.1
1984,Aug,South Dakota,4
1984,Aug,Tennessee,8.5
1984,Aug,Texas,6
1984,Aug,Utah,6.4
1984,Aug,Vermont,4.1
1984,Aug,Virginia,5
1984,Aug,Washington,8.6
1984,Aug,West Virginia,13.8
1984,Aug,Wisconsin,6.5
1984,Aug,Wyoming,5.2
1984,Oct,Alabama,10.2
1984,Oct,Alaska,8.7
1984,Oct,Arizona,5.4
1984,Oct,Arkansas,7.8
1984,Oct,California,7.2
1984,Oct,Colorado,5.1
1984,Oct,Connecticut,4.1
1984,Oct,Delaware,5.9
1984,Oct,District of Columbia,8.5
1984,Oct,Florida,6.4
1984,Oct,Georgia,6.1
1984,Oct,Hawaii,5.8
1984,Oct,Idaho,6.4
1984,Oct,Illinois,8.5
1984,Oct,Indiana,8
1984,Oct,Iowa,6.4
1984,Oct,Kansas,4.6
1984,Oct,Kentucky,8.1
1984,Oct,Louisiana,10.3
1984,Oct,Maine,5
1984,Oct,Maryland,5.1
1984,Oct,Massachusetts,3.7
1984,Oct,Michigan,10.4
1984,Oct,Minnesota,5.2
1984,Oct,Mississippi,10.1
1984,Oct,Missouri,5.9
1984,Oct,Montana,6.6
1984,Oct,Nebraska,3.9
1984,Oct,Nevada,7.6
